year,epi_week,total_casos,total_fallecidos,total_dosis_1,total_dosis_2,total_dosis_3,0_17_cas,18_29_cas,30_39_cas,40_49_cas,50_59_cas,60_69_cas,70_79_cas,80_more_cas,0_17_fal,18_29_fal,30_39_fal,40_49_fal,50_59_fal,60_69_fal,70_79_fal,80_more_fal,0_17_vac,18_29_vac,30_39_vac,40_49_vac,50_59_vac,60_69_vac,70_79_vac,80_more_vac,AMAZONAS_cas,ANCASH_cas,APURIMAC_cas,AREQUIPA_cas,ARICA_cas,AYACUCHO_cas,CAJAMARCA_cas,CALLAO_cas,CUSCO_cas,HUANCAVELICA_cas,HUANUCO_cas,ICA_cas,JUNIN_cas,LA LIBERTAD_cas,LAMBAYEQUE_cas,LIMA_cas,LORETO_cas,MADRE DE DIOS_cas,MOQUEGUA_cas,PASCO_cas,PIURA_cas,PUNO_cas,SAN MARTIN_cas,TACNA_cas,TUMBES_cas,UCAYALI_cas,AMAZONAS_fal,ANCASH_fal,APURIMAC_fal,AREQUIPA_fal,AYACUCHO_fal,CAJAMARCA_fal,CALLAO_fal,CUSCO_fal,HUANCAVELICA_fal,HUANUCO_fal,ICA_fal,JUNIN_fal,LA LIBERTAD_fal,LAMBAYEQUE_fal,LIMA_fal,LORETO_fal,MADRE DE DIOS_fal,MOQUEGUA_fal,PASCO_fal,PIURA_fal,PUNO_fal,SAN MARTIN_fal,TACNA_fal,TUMBES_fal,UCAYALI_fal,AMAZONAS_vac,ANCASH_vac,APURIMAC_vac,AREQUIPA_vac,AYACUCHO_vac,CAJAMARCA_vac,CALLAO_vac,CUSCO_vac,HUANCAVELICA_vac,HUANUCO_vac,ICA_vac,JUNIN_vac,LA LIBERTAD_vac,LAMBAYEQUE_vac,LIMA_vac,LORETO_vac,MADRE DE DIOS_vac,MOQUEGUA_vac,PASCO_vac,PIURA_vac,PUNO_vac,SAN MARTIN_vac,TACNA_vac,TUMBES_vac,UCAYALI_vac
2020,10,6,3,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11,51,5,0,0,0,5,16,8,11,2,6,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,1,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,279,36,0,0,0,16,69,56,49,38,34,12,5,0,2,3,6,6,5,8,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,5,3,0,0,0,9,4,7,212,16,1,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,5,20,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,13,458,64,0,0,0,12,59,107,95,82,65,27,11,5,3,4,6,8,12,16,10,0,0,0,0,0,0,0,0,0,2,0,11,0,1,1,17,13,0,2,3,3,8,14,332,36,0,0,1,2,0,3,1,8,0,0,4,0,0,0,0,2,3,0,0,3,0,2,5,32,6,1,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,14,1993,230,0,0,0,69,424,429,356,362,206,97,50,3,5,14,12,48,48,52,48,0,0,0,0,0,0,0,0,0,18,1,36,0,2,4,239,43,2,2,13,14,37,99,1313,96,1,1,2,18,1,6,7,30,8,0,1,0,15,0,2,15,2,0,0,11,2,5,21,120,9,0,0,0,9,0,3,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15,6497,541,0,0,0,317,1266,1389,1291,1171,625,294,144,10,13,13,46,97,128,108,126,0,0,0,0,0,0,0,0,19,109,5,45,0,9,13,733,54,9,28,69,43,76,413,4319,233,20,9,10,166,3,27,1,74,10,1,9,1,8,1,4,42,2,1,3,14,10,8,66,306,20,0,0,1,26,1,1,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,16,8401,963,0,0,0,430,1336,1746,1770,1563,903,442,211,11,18,37,100,164,232,201,200,0,0,0,0,0,0,0,0,34,215,36,153,0,19,45,863,41,15,102,114,121,162,562,4976,231,45,22,30,342,20,54,29,87,83,0,24,0,7,2,4,75,0,0,0,30,11,18,120,542,35,0,0,1,67,1,1,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17,14242,1747,0,0,0,660,2284,3004,2981,2557,1523,848,385,8,32,65,137,298,498,424,285,0,0,0,0,0,0,0,0,30,277,39,248,0,23,104,1470,69,30,93,171,120,272,971,8784,310,37,64,74,603,79,62,54,76,182,0,47,3,13,3,4,142,2,2,0,35,11,21,194,852,179,1,1,1,131,2,5,1,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18,21910,2552,1,0,0,987,4198,4737,4453,3834,2143,1061,497,15,32,76,188,473,691,627,450,0,0,1,0,0,0,0,0,217,518,80,405,0,144,153,1275,113,209,86,433,280,708,1457,12403,894,31,72,65,1138,137,166,83,184,659,2,68,0,14,1,6,153,1,2,4,52,12,44,247,1165,358,0,1,5,227,3,4,1,6,176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19,22986,3319,0,0,0,1051,4149,4970,4711,3892,2185,1160,868,25,25,97,263,534,930,827,618,0,0,0,0,0,0,0,0,84,533,11,325,0,124,82,1558,194,99,72,432,364,652,1271,14092,652,38,66,75,1168,62,220,50,134,628,7,102,1,18,8,4,221,2,2,11,69,27,49,265,1407,555,2,1,3,365,5,9,2,19,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20,25551,3589,0,0,0,888,5107,6419,5369,4006,2181,1052,529,23,20,88,283,604,991,913,667,0,0,0,0,0,0,0,0,89,834,15,594,0,159,86,1776,185,31,150,546,298,723,1029,15650,1068,82,42,73,754,28,180,51,198,910,12,96,0,18,7,5,293,5,2,4,75,30,58,266,1674,378,2,2,1,445,2,14,2,29,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,21,34520,3846,0,0,0,1160,7244,8317,7345,5499,2879,1376,700,24,48,97,308,634,1061,949,725,0,0,0,0,0,0,0,0,150,1009,37,859,0,157,176,2234,195,88,130,800,329,1094,1131,19583,1222,117,266,196,2526,98,344,180,241,1358,9,110,0,22,7,9,350,3,2,22,94,32,82,245,1879,243,4,3,7,506,1,14,3,46,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,22,40143,4123,0,0,0,1342,7513,9073,8461,7098,3874,1832,950,12,44,126,349,675,1076,1056,785,0,0,0,0,0,0,0,0,148,1208,59,996,0,208,161,2610,248,74,165,1185,410,1350,2270,22999,1099,218,160,139,2451,137,354,137,282,1075,6,148,3,50,10,9,331,4,4,18,144,40,148,236,2161,163,1,3,3,487,3,22,4,59,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,23,27194,4189,0,0,0,1425,5049,6035,5314,4474,2708,1431,758,26,41,130,345,768,1078,1053,748,0,0,0,0,0,0,0,0,202,741,76,545,0,169,214,1407,151,82,251,892,285,988,952,13989,1486,276,62,129,2591,84,527,99,349,647,14,152,4,65,10,11,362,5,5,18,196,25,265,199,2110,123,16,1,5,390,4,66,3,80,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,24,36315,4233,0,0,0,1940,6732,7774,6861,5904,3893,2081,1130,21,43,142,342,738,1102,1035,810,0,0,0,0,0,0,0,0,426,1109,113,878,0,283,396,2004,283,119,410,1163,621,1583,1585,17806,1286,293,90,181,2647,199,1076,127,455,1182,11,161,4,99,19,20,281,6,2,30,208,37,328,170,2124,119,27,4,4,337,7,109,3,57,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,25,25285,4211,0,0,0,1188,4393,5523,4963,4202,2760,1481,775,23,55,144,304,695,1110,1064,816,0,0,0,0,0,0,0,0,530,763,50,642,0,281,310,1196,129,48,374,728,486,1231,999,12860,734,353,46,89,1640,73,757,119,429,418,20,140,6,137,17,19,278,10,1,42,203,58,363,189,2014,89,36,5,8,297,11,164,5,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,26,26612,3766,0,0,0,1197,4483,5863,5172,4561,2962,1583,791,19,47,125,293,641,988,917,736,0,0,0,0,0,0,0,0,446,715,84,1255,0,236,486,945,151,78,404,1080,536,1400,1143,12498,692,411,80,81,1299,113,1293,121,476,589,36,112,6,162,13,40,192,5,3,41,182,68,366,131,1765,72,40,7,5,237,15,167,10,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,27,23670,3789,0,0,0,994,3854,5299,4661,3961,2674,1476,751,33,41,117,307,602,974,968,747,0,0,0,0,0,0,0,0,685,837,42,930,0,246,614,590,191,84,875,1053,639,1321,714,9711,522,472,211,96,1165,127,1248,169,567,561,46,131,6,248,16,76,169,16,5,57,197,105,356,128,1679,52,42,18,7,210,16,134,6,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,28,25743,3979,0,0,0,1307,4424,5591,4947,4313,2911,1539,711,32,46,103,321,672,984,1006,815,0,0,0,0,0,0,0,0,667,899,69,1310,0,326,995,773,340,119,848,1094,914,1225,828,10713,706,264,283,202,1033,100,697,348,355,635,45,139,5,292,23,104,189,22,19,64,222,164,343,120,1740,56,45,30,15,149,17,108,11,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,29,30410,4215,0,0,0,1604,5724,6618,5965,4960,3166,1581,792,12,49,120,342,744,1098,1025,825,0,0,0,0,0,0,0,0,985,783,65,1397,0,533,948,899,493,164,1189,1368,926,1200,721,14258,754,248,474,149,873,177,663,409,277,457,50,136,4,356,40,142,201,34,17,81,215,186,302,131,1777,43,45,36,22,159,31,109,26,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,30,36350,4292,0,0,0,1997,6528,8077,7162,5965,3896,1867,858,19,47,116,327,745,1134,1032,872,0,0,0,0,0,0,0,0,1237,1045,95,2398,0,666,1108,909,892,265,949,1792,955,1328,836,15191,1142,493,664,209,1303,554,1187,492,261,379,53,145,10,388,57,163,196,69,24,67,179,176,288,132,1776,37,23,92,15,131,66,92,51,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,31,43422,4432,0,0,0,2604,7577,9331,8401,7321,4640,2398,1150,21,56,127,316,741,1217,1066,888,0,0,0,0,0,0,0,0,1030,1236,182,2979,0,789,2387,1102,1370,423,1502,1478,1303,1595,1092,17627,1055,599,752,361,977,767,1079,748,304,685,30,130,11,395,58,140,173,153,22,52,187,202,246,123,1847,37,24,110,12,129,126,83,75,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,32,52027,4478,0,0,0,3420,9465,11452,10156,8252,5253,2773,1256,19,56,126,387,785,1166,1041,898,0,0,0,0,0,0,0,0,1110,1469,360,4392,0,936,2002,1420,1672,606,1383,1998,1559,1729,1191,20288,975,611,1490,625,1278,1231,1286,1169,470,777,32,117,19,338,61,127,208,173,35,76,188,185,193,129,1859,50,26,137,20,138,155,63,98,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,33,61086,4353,0,0,0,3949,11314,13641,11952,9514,6101,3087,1528,32,55,136,332,745,1156,1039,858,0,0,0,0,0,0,0,0,1250,1510,495,4357,0,1124,2348,1805,2435,877,2002,1965,2091,1745,1143,23716,1270,657,1820,458,1796,2316,1138,1398,381,989,21,102,22,292,95,96,170,175,47,65,154,151,196,130,1852,24,20,109,20,177,217,58,114,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,34,59941,3821,0,0,0,4465,11027,13058,11732,9240,6070,2988,1361,19,61,114,285,603,970,1006,763,0,0,0,0,0,0,0,0,1267,1418,496,5400,0,1276,2291,1416,3274,897,1474,2219,1676,1764,1210,22579,1316,560,1362,376,1951,1648,1095,1607,317,1052,14,96,20,244,71,91,151,204,36,46,155,111,144,119,1666,25,15,72,19,147,204,48,75,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,35,54197,3434,0,0,0,4377,10501,11703,10345,8047,5153,2815,1256,29,40,90,228,559,896,839,753,0,0,0,0,0,0,0,0,1150,1544,563,3447,0,972,1727,1390,3002,510,1309,2256,1693,1714,1256,20397,974,724,1118,422,2521,1576,1218,1346,303,1065,18,103,24,192,49,77,140,142,34,55,127,146,143,118,1465,29,15,61,27,154,142,42,78,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,36,39747,2696,0,0,0,3236,7792,8769,7561,5684,3820,1928,957,30,35,82,220,383,639,694,613,0,0,0,0,0,0,0,0,653,1010,533,2380,0,844,1314,1099,1405,511,856,1663,1127,1759,877,15741,834,400,718,330,1898,1107,909,947,233,599,8,70,23,142,58,61,111,101,23,34,101,95,106,98,1231,12,6,28,17,130,109,31,50,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,37,42275,2239,23,0,0,3411,8745,9579,7748,5904,3955,1972,961,16,36,70,169,331,571,546,500,0,7,5,1,4,6,0,0,1063,1160,619,2637,0,803,1070,1499,1760,501,803,1542,1220,2041,913,15847,737,713,1137,272,1689,964,1146,1062,319,758,27,61,19,112,34,47,106,65,20,23,95,74,94,117,999,17,6,16,11,117,70,26,36,19,28,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,38,37826,1918,38,0,0,3556,7557,8121,6825,5419,3609,1835,904,19,27,57,136,257,488,459,475,0,15,10,6,5,2,0,0,862,1030,397,1733,0,841,990,1076,932,460,850,1489,1051,1670,1017,14332,850,307,1467,280,1918,1537,959,628,432,718,21,58,14,95,24,51,103,50,11,24,66,57,94,87,861,10,6,15,12,113,56,24,32,8,26,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,39,35830,1625,52,0,0,3423,7427,7741,6463,4938,3335,1735,768,21,34,67,102,222,379,402,398,0,28,11,10,3,0,0,0,1121,969,355,1929,0,635,836,2239,930,430,588,1417,1117,1396,1125,12511,632,473,830,205,1119,2197,899,840,441,596,18,46,19,57,24,37,76,57,4,26,83,59,65,90,730,8,4,15,12,83,37,27,20,11,17,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,40,18935,1245,73,20,0,1691,4131,4167,3346,2515,1684,918,483,8,18,42,86,161,293,325,312,0,33,19,11,21,9,0,0,309,666,206,666,0,253,448,752,401,165,237,520,455,596,539,9756,449,88,212,136,410,467,531,209,189,275,11,35,10,48,17,27,57,42,6,12,45,41,46,72,575,4,6,13,11,86,28,17,16,7,13,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2020,41,19206,1190,104,32,0,1771,4512,4039,3201,2583,1648,952,500,8,45,45,95,163,260,280,294,0,45,35,19,21,15,1,0,339,770,188,608,0,539,443,712,505,119,248,436,574,777,453,8901,317,152,233,180,447,521,879,169,234,462,7,28,13,56,20,28,66,22,10,20,47,37,43,79,534,11,1,17,7,64,35,19,9,4,13,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
2020,42,20729,995,83,52,0,2055,4749,4417,3450,2705,1849,1028,476,14,19,43,89,128,211,242,249,0,51,29,32,17,6,0,0,478,884,266,521,0,453,465,904,638,128,293,268,1188,873,809,8210,666,144,214,206,764,500,1026,239,204,388,9,32,11,43,18,21,57,21,6,17,30,27,42,80,428,13,2,5,2,65,20,16,6,12,12,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
2020,43,17813,891,115,69,0,1831,4058,3474,2923,2362,1665,1002,498,12,22,38,55,113,211,215,225,0,64,51,29,31,8,1,0,528,728,212,728,0,359,388,948,422,83,256,232,720,621,650,7752,395,65,263,95,504,440,637,172,228,387,10,21,4,33,10,22,29,30,7,15,39,35,27,85,379,14,5,11,2,59,20,15,6,8,5,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
2020,44,14962,801,61,102,0,1665,3462,2896,2356,1947,1380,845,411,12,18,23,49,112,178,182,227,0,52,41,26,23,18,3,0,199,1025,200,442,0,301,329,844,301,167,251,258,638,577,326,6189,361,97,255,83,499,248,782,196,144,250,5,26,15,26,12,22,36,26,6,12,35,21,43,65,334,3,6,5,3,39,23,11,8,11,8,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
2020,45,11208,779,42,71,0,1385,2486,2212,1785,1393,1019,625,303,9,18,30,67,97,167,177,214,0,36,19,23,23,12,0,0,181,414,135,282,0,227,257,693,283,51,182,147,382,419,322,4571,427,102,242,80,385,234,570,200,137,285,7,25,9,27,4,23,40,17,5,16,27,25,31,59,306,8,3,8,5,64,25,12,11,7,15,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
2020,46,12486,773,52,114,0,1588,2889,2432,1954,1556,1087,629,351,15,21,30,49,101,178,189,190,0,48,45,46,18,8,1,0,152,505,171,372,0,220,322,634,333,81,290,165,521,447,402,4951,431,121,232,151,512,262,519,252,139,301,7,24,11,27,10,20,43,22,7,17,33,21,43,69,292,9,3,5,4,60,14,14,5,4,9,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
2020,47,11172,692,61,58,0,1278,2635,2207,1770,1351,935,654,342,12,21,20,55,62,142,148,232,0,43,31,17,16,10,2,0,250,474,135,338,0,233,338,580,280,95,229,121,494,451,578,4117,264,62,203,123,574,288,472,162,89,222,3,29,5,33,11,14,26,18,5,10,33,17,44,54,253,7,1,4,0,87,9,9,4,6,10,0,0,0,0,0,0,70,0,0,4,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
2020,48,10691,706,81,48,0,1142,2396,2125,1690,1353,985,635,365,12,15,21,45,91,142,176,204,0,51,21,32,19,6,0,0,188,448,202,351,0,217,295,579,385,68,266,125,488,443,495,3707,299,65,176,75,573,272,482,254,88,150,8,20,11,23,4,13,25,12,4,8,31,22,34,75,254,5,1,4,10,100,8,13,5,10,6,0,0,0,0,0,0,85,0,0,13,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
2020,49,10322,721,67,55,0,1098,2357,2057,1614,1363,969,550,314,6,21,35,45,81,155,179,199,0,34,25,37,15,9,2,0,130,394,186,380,0,183,334,522,292,52,285,173,408,407,578,3932,322,77,180,67,500,227,296,159,119,119,4,27,7,27,8,19,33,23,2,12,31,22,39,55,241,4,0,7,7,112,10,17,2,6,6,0,0,0,0,0,0,83,0,0,4,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
2020,50,9198,779,53,33,0,812,2060,1746,1583,1315,909,488,285,10,16,20,51,95,187,176,224,0,31,20,14,11,9,1,0,109,320,150,323,0,129,251,441,236,38,311,214,559,249,520,3470,250,45,149,54,428,203,325,135,95,194,3,22,14,26,8,25,30,14,3,13,26,21,36,70,289,7,2,5,6,117,20,4,3,9,6,0,0,0,0,0,0,52,0,0,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
2020,51,11539,848,32,71,0,1020,2464,2304,1962,1652,1152,679,306,16,9,30,59,98,201,227,208,0,38,26,19,14,5,1,0,90,495,256,466,0,154,217,656,463,54,266,241,670,425,542,4276,292,69,186,111,538,196,400,145,64,267,4,35,8,34,10,21,47,15,4,19,49,19,51,65,292,6,4,12,6,101,18,5,3,11,9,0,0,0,0,0,0,53,0,0,11,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
2020,52,9737,913,16,78,0,668,2013,2033,1707,1449,1057,544,266,8,19,38,57,128,218,244,201,0,38,21,18,8,8,1,0,65,576,188,392,0,159,214,489,184,31,424,168,577,296,227,4262,148,53,136,66,341,116,275,151,65,134,12,38,10,47,2,23,36,18,4,19,54,21,61,66,330,4,3,15,13,92,15,9,4,11,6,0,0,0,0,0,0,45,0,0,23,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
2020,53,12005,1108,19,48,0,627,2370,2690,2158,1866,1232,666,396,11,15,29,79,142,254,294,284,0,21,19,10,10,5,2,0,95,566,320,516,0,167,413,465,248,64,314,261,714,539,347,5264,83,31,190,120,461,177,254,163,62,171,3,38,21,49,9,16,49,13,2,34,51,35,63,85,412,9,5,18,10,134,20,7,10,8,7,0,0,0,0,0,0,30,0,0,19,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
2021,1,19473,1418,8,48,0,710,3907,4606,3640,3030,2044,1039,497,5,22,47,93,197,372,386,296,0,19,10,14,7,3,3,0,165,909,482,874,0,221,637,768,394,35,514,522,717,531,524,9660,128,18,317,188,886,154,287,250,151,141,3,62,31,72,6,25,71,28,5,62,63,49,59,68,581,4,3,32,16,115,23,10,13,6,11,0,0,0,0,0,0,39,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2021,2,28857,2046,54,13,0,1117,5825,6821,5547,4454,2921,1433,739,10,18,60,136,305,508,538,471,0,34,13,8,4,7,1,0,286,1397,657,1157,0,385,747,1283,575,109,811,1040,1891,756,767,13413,269,25,463,369,807,286,433,461,180,290,8,80,27,93,10,35,86,40,10,91,79,105,93,87,882,14,6,26,36,131,28,15,23,23,18,0,0,0,0,0,0,45,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
2021,3,38106,2945,10,27,0,1422,7540,8948,7369,6076,3887,1917,947,13,30,89,201,484,784,749,595,0,10,7,3,9,6,2,0,308,1571,436,1700,0,461,1003,1681,928,203,833,1213,2028,744,607,20137,377,57,498,400,611,486,594,665,266,299,14,104,35,113,17,41,150,60,13,109,135,161,128,88,1338,23,13,35,47,161,53,20,51,14,22,0,0,0,0,0,0,20,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2021,4,41084,3748,1,29,0,1480,8148,9578,7999,6450,4212,2138,1079,19,34,110,265,682,988,877,773,0,10,7,7,3,1,2,0,415,1495,423,1833,0,512,967,1815,1400,300,636,1569,2262,992,625,20260,593,72,531,476,919,759,592,959,335,344,20,126,29,165,31,48,185,79,24,143,215,185,130,123,1707,49,7,48,30,151,98,22,76,21,36,0,0,0,0,0,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,5,52512,4250,7,36,0,1950,10131,11995,10388,8450,5601,2797,1200,24,37,137,376,749,1084,1057,786,0,19,11,5,4,4,0,0,384,1970,490,1869,0,538,1017,2555,1803,294,584,1773,2318,1371,706,29066,741,58,491,540,973,830,644,924,223,350,20,108,39,173,40,69,257,91,32,95,244,220,130,128,2042,75,4,33,25,145,93,22,94,23,48,0,0,0,0,0,0,37,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,50408,4790,105773,28,2,1999,9691,11601,9968,8039,5189,2682,1239,14,38,150,449,844,1268,1176,851,49,13147,38316,28080,18798,7326,77,10,441,1500,492,2001,0,618,1084,2289,1665,330,557,1280,2608,1496,859,26891,1258,103,584,379,991,823,566,905,393,295,23,119,34,182,32,80,265,116,33,129,271,215,176,126,2382,118,6,19,31,139,121,31,79,28,35,1937,5293,1823,4309,733,3778,3825,4957,1352,4323,470,2354,4025,3413,42609,1817,195,1500,5403,4634,2821,1505,1352,954,412
2021,7,47060,4925,92364,3,0,1849,9197,10858,9354,7272,4792,2516,1222,20,52,174,418,828,1271,1215,947,21,16278,28487,21945,15400,10055,163,18,337,1190,404,1546,0,671,1052,2062,1558,310,366,1127,2075,1467,580,26671,1180,117,535,327,898,649,563,720,280,375,25,100,27,145,54,53,299,105,45,58,268,235,191,109,2571,164,4,11,25,115,132,26,77,24,62,1242,4389,1570,3601,1124,4602,2330,3884,1067,3701,662,3100,2866,2322,37932,3169,250,688,4815,3443,2888,822,741,597,550
2021,8,46871,4790,123461,25,2,1969,9180,10581,9313,7345,4737,2489,1257,15,56,169,434,858,1236,1104,918,21,21861,35064,28950,20853,16145,499,95,366,1351,322,1439,0,693,1333,2742,1636,183,292,904,1521,1521,612,25182,2180,188,478,318,1011,536,534,637,441,451,16,94,18,160,60,62,246,149,35,48,215,187,167,104,2629,143,11,10,23,122,113,29,74,25,50,2081,2600,1633,6742,1176,4626,3948,4683,1343,6106,1603,7990,4556,3420,45905,5514,676,542,3477,6287,3360,2402,1660,669,474
2021,9,44358,4761,35257,92783,1,2063,9178,10147,8464,6777,4350,2213,1166,12,53,171,443,794,1185,1153,950,16,17926,43186,32545,22173,11797,359,39,433,1174,356,1199,0,795,1496,2211,1749,243,261,843,1526,1551,796,23857,814,266,416,324,1281,520,709,525,376,637,18,123,37,149,64,67,254,141,37,40,208,166,168,127,2576,123,10,15,14,139,84,47,74,37,43,3597,5533,1949,6581,761,4843,4368,5421,1382,5410,536,7242,4585,3175,48776,2299,984,300,6522,5938,3286,1690,1250,1093,512
2021,10,44455,4502,74089,80849,9,2134,9229,9957,8420,6712,4446,2396,1161,22,46,164,421,766,1149,1025,909,22,29693,36027,32093,27777,13309,2855,13171,448,1659,432,1096,0,804,1351,2019,1640,245,284,752,1444,1854,978,23041,1076,320,291,340,1442,533,772,378,330,926,27,117,26,113,76,84,267,131,25,35,179,139,185,110,2444,100,11,11,18,160,69,35,46,35,59,1516,6082,2337,4189,1446,5830,2603,5549,2324,5417,738,10598,4406,2085,58827,4308,281,1667,12793,6443,5915,4740,3627,295,914
2021,11,53458,4623,133909,120765,0,2648,11199,12281,9992,7780,5296,2801,1461,18,39,174,449,787,1182,1066,908,87,53273,57381,39266,29371,22224,10974,42098,358,2374,621,1088,0,898,2101,3292,1998,299,354,827,1494,2384,897,26910,829,383,407,337,2142,459,971,344,434,1257,15,139,25,95,58,94,260,117,28,31,155,120,220,117,2555,75,21,10,22,192,69,39,23,52,91,7511,4240,3821,7057,2731,7442,5565,6263,2813,10412,3203,9734,6679,4147,96930,8697,1146,8457,18899,10739,9760,10249,6379,1045,746
